DOI,Bed,Author,PubDate,ISO3,PopCNTY,HRNTYR,YCoord,XCoord,GeoPosMethod,GeoUncert,StartDate,EndDate,StudyPeriod,Species,Setting,SampleType,InfectionType,Pathogens,Strain,Drug,Compound,HNinf,HRes
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,CEP,CRO,257,1
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,POL,CST,257,0
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,CEP,FEP,257,0.977
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,AMI,GEN,257,0.58
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,CAR,IPM,257,0.949
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,CAR,MEM,257,0.953
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,TET,MIN,257,0.195
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,PEN,PIT,257,0.988
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,SUL,SXT,257,0.996
Med Glas (Zenica) 2015; 13(2),1867,Dedeić-Ljubović,2016,BIH,3478841,0.113,43.87,18.42,Place,NA,15/07/2011,15/6/2012,336,Human,Hospital,NA,NA,A. baumannii,NA,AMI,TOB,257,0.121
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,PEN,AMC,170,0.435
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,AMI,AMK,170,0.047
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,CEP,CAZ,170,0.077
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,QUI,CIP,170,0.382
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,CEP,CTX,170,0.106
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,OTH,FOF,170,0.018
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,AMI,GEN,170,0.276
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,CAR,MEM,170,0
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,QUI,NAL,170,0.488
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,OTH,NIT,170,0.082
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,SUL,SXT,170,0.735
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,E. coli,NA,TET,TET,170,0.529
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,PEN,AMC,19,0.527
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,AMI,AMK,19,0.105
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,CEP,CAZ,19,0.263
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,QUI,CIP,19,0.316
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,CEP,CTX,19,0.316
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,OTH,FOF,19,0.053
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,AMI,GEN,19,0.316
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,CAR,MEM,19,0
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,QUI,NAL,19,0.368
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,OTH,NIT,19,0.684
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,SUL,SXT,19,0.474
https://doi.org/10.1016/j.ijid.2015.12.008,,Bartoloni,2015,BOL,10784875,0.066,-21.26,-63.47,Place,NA,15/06/2010,15/01/2014,1311,Human,Hospital,Urine ,UTI,K. pneumoniae,NA,TET,TET,19,0.421
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2010,15/12/2010,2160,Human,Hospital,Urine,NA,E. coli,NA,CEP,CFL,225,0.266666667
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2010,15/12/2010,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,CIP,225,0.248888889
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2010,15/12/2010,2160,Human,Hospital,Urine,NA,E. coli,NA,OTH,NIT,225,0.048888889
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2010,15/12/2010,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,NOR,225,0.244444444
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2010,15/12/2010,2160,Human,Hospital,Urine,NA,E. coli,NA,PEN,SAM,225,0.195555556
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2011,15/12/2011,2160,Human,Hospital,Urine,NA,E. coli,NA,CEP,CFL,193,0.430051813
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2011,15/12/2011,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,CIP,193,0.227979275
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2011,15/12/2011,2160,Human,Hospital,Urine,NA,E. coli,NA,OTH,NIT,193,0.03626943
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2011,15/12/2011,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,NOR,193,0.227979275
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2011,15/12/2011,2160,Human,Hospital,Urine,NA,E. coli,NA,PEN,SAM,193,0.259067358
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2012,15/12/2012,2160,Human,Hospital,Urine,NA,E. coli,NA,CEP,CFL,261,0.24137931
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2012,15/12/2012,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,CIP,261,0.24137931
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2012,15/12/2012,2160,Human,Hospital,Urine,NA,E. coli,NA,OTH,NIT,261,0.08045977
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2012,15/12/2012,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,NOR,261,0.295019157
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2012,15/12/2012,2160,Human,Hospital,Urine,NA,E. coli,NA,PEN,SAM,261,0.222222222
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2013,15/12/2013,2160,Human,Hospital,Urine,NA,E. coli,NA,CEP,CFL,362,0.364640884
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2013,15/12/2013,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,CIP,362,0.287292818
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2013,15/12/2013,2160,Human,Hospital,Urine,NA,E. coli,NA,OTH,NIT,362,0.102209945
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2013,15/12/2013,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,NOR,362,0.298342541
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2013,15/12/2013,2160,Human,Hospital,Urine,NA,E. coli,NA,PEN,SAM,362,0.259668508
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2014,15/12/2014,2160,Human,Hospital,Urine,NA,E. coli,NA,CEP,CFL,242,0.351239669
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2014,15/12/2014,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,CIP,242,0.334710744
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2014,15/12/2014,2160,Human,Hospital,Urine,NA,E. coli,NA,OTH,NIT,242,0.045454545
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2014,15/12/2014,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,NOR,242,0.359504132
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2014,15/12/2014,2160,Human,Hospital,Urine,NA,E. coli,NA,PEN,SAM,242,0.231404959
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2015,15/12/2015,2160,Human,Hospital,Urine,NA,E. coli,NA,CEP,CFL,371,0.269541779
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2015,15/12/2015,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,CIP,371,0.407008086
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2015,15/12/2015,2160,Human,Hospital,Urine,NA,E. coli,NA,OTH,NIT,371,0.045822102
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2015,15/12/2015,2160,Human,Hospital,Urine,NA,E. coli,NA,QUI,NOR,371,0.407008086
https://doi.org/10.3390/ijerph13090918,183,Rodrigues,2016,BRA,203530262,0.055,-19.75,-47.93,Place,NA,15/01/2015,15/12/2015,2160,Human,Hospital,Urine,NA,E. coli,NA,PEN,SAM,371,0.202156334
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,AMI,AMK,25,0.04
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CEP,CAZ,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,QUI,CIP,25,0.64
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CEP,CRO,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,POL,CST,25,0.36
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CEP,CXM,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CAR,ERT,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CEP,FEP,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CEP,FOX,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,AMI,GEN,25,0.8
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CAR,IPM,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,CAR,MEM,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,PEN,PIT,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,PEN,SAM,25,1
https://doi.org/10.3389/fmicb.2018.03198,472,Ferreira,2019,BRA,203530262,0.055,-10.22,-48.34,Place,NA,15/01/2014,15/05/2015,485,Human,Hospital,NA,NA,K. pneumoniae,NA,TET,TIG,25,0.52
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,CEP,CAZ,293,0.7
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,QUI,CIP,278,0.734
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,CEP,FEP,291,0.777
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,AMI,GEN,272,0.518
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,CAR,IPM,290,0.559
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,CAR,MEM,289,0.564
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,PEN,PIT,148,0.757
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,A. baumannii,NA,PEN,SAM,265,0.347
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Enterococci spp.,NA,PEN,AMP,106,0.217
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Enterococci spp.,NA,QUI,CIP,36,0.472
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Enterococci spp.,NA,AMI,GEN,88,0.432
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Enterococci spp.,NA,OTH,LIZ,81,0.012
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Enterococci spp.,NA,GLY,TEC,31,0.323
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Enterococci spp.,NA,GLY,VAN,104,0.25
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,CEP,CAZ,237,0.544
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,CEP,CFZ,261,0.533
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,QUI,CIP,282,0.362
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,CEP,CRO,202,0.554
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,CEP,FEP,307,0.502
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,AMI,GEN,290,0.307
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,CAR,IPM,297,0.003
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,CAR,MEM,225,0.013
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,PEN,PIT,281,0.335
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,K. pneumoniae,NA,PEN,SAM,178,0.545
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,CEP,CAZ,205,0.366
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,QUI,CIP,193,0.456
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,CEP,FEP,205,0.429
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,AMI,GEN,184,0.457
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,CAR,IPM,212,0.368
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,CAR,MEM,201,0.358
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,P. aeruginosa,NA,PEN,PIT,174,0.339
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,CEP,CFZ,163,0.344
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,QUI,CIP,262,0.382
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,MAC,CLI,359,0.474
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,AMI,GEN,322,0.317
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,OTH,LIZ,148,0
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,PEN,MET,359,0.437
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,GLY,TEC,72,0
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,S. aureus,NA,GLY,VAN,360,0
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Staphylococcus spp.,CoNS,CEP,CFZ,162,0.852
doi:10.1128/JCM.00376-11,,Marra,2011,BRA,203530262,0.055,-23.6,-46.64,Place,NA,12/6/07,31/3/2010,1023,Human,Hospital,Blood,BSI,Staphylococcus spp.,CoNS,QUI,CIP,255,0.69
